"","tempC","DO_dusk","elevation","Vol6.5","Vol6","Vol5.5","Vol5","Vol4.5","Vol4","Vol3.5","Vol3"
"773",23,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"774",24,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"775",25,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"776",26,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"777",27,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"778",28,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"779",29,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"780",30,10,67.49552,NA,NA,NA,NA,NA,NA,NA,NA
"781",5,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"782",6,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"783",7,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"784",8,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"785",9,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"786",10,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"787",11,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"788",12,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"789",13,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"790",14,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"791",15,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"792",16,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"793",17,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"794",18,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"795",19,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"796",20,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"797",21,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"798",22,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"799",23,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"800",24,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"801",25,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"802",26,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"803",27,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"804",28,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"805",29,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"806",30,5,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"807",5,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"808",6,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"809",7,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"810",8,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"811",9,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"812",10,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"813",11,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"814",12,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"815",13,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"816",14,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"817",15,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"818",16,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"819",17,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"820",18,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"821",19,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"822",20,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"823",21,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"824",22,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"825",23,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"826",24,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"827",25,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"828",26,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"829",27,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"830",28,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"831",29,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"832",30,6,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"833",5,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"834",6,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"835",7,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"836",8,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"837",9,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"838",10,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"839",11,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"840",12,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"841",13,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"842",14,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"843",15,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"844",16,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"845",17,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"846",18,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"847",19,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"848",20,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"849",21,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"850",22,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"851",23,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"852",24,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"853",25,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"854",26,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"855",27,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"856",28,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"857",29,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"858",30,7,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"859",5,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"860",6,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"861",7,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"862",8,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"863",9,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"864",10,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"865",11,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"866",12,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"867",13,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"868",14,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"869",15,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"870",16,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"871",17,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"872",18,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"873",19,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"874",20,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"875",21,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"876",22,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"877",23,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"878",24,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"879",25,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"880",26,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"881",27,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"882",28,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"883",29,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"884",30,8,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"885",5,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"886",6,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"887",7,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"888",8,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"889",9,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"890",10,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"891",11,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"892",12,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"893",13,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"894",14,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"895",15,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"896",16,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"897",17,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"898",18,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"899",19,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"900",20,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"901",21,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"902",22,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"903",23,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"904",24,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"905",25,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"906",26,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"907",27,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"908",28,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"909",29,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"910",30,9,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"911",5,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"912",6,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"913",7,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"914",8,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"915",9,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"916",10,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"917",11,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"918",12,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"919",13,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"920",14,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"921",15,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"922",16,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"923",17,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"924",18,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"925",19,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"926",20,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"927",21,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"928",22,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"929",23,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"930",24,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"931",25,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"932",26,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"933",27,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"934",28,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"935",29,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"936",30,10,67.70382,NA,NA,NA,NA,NA,NA,NA,NA
"937",5,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"938",6,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"939",7,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"940",8,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"941",9,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"942",10,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"943",11,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"944",12,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"945",13,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"946",14,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"947",15,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"948",16,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"949",17,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"950",18,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"951",19,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"952",20,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"953",21,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"954",22,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"955",23,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"956",24,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"957",25,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"958",26,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"959",27,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"960",28,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"961",29,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"962",30,5,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"963",5,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"964",6,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"965",7,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"966",8,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"967",9,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"968",10,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"969",11,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"970",12,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"971",13,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"972",14,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"973",15,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"974",16,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"975",17,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"976",18,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"977",19,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"978",20,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"979",21,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"980",22,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"981",23,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"982",24,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"983",25,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"984",26,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"985",27,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"986",28,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"987",29,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"988",30,6,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"989",5,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"990",6,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"991",7,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"992",8,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"993",9,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"994",10,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"995",11,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"996",12,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"997",13,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"998",14,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"999",15,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1000",16,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1001",17,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1002",18,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1003",19,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1004",20,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1005",21,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1006",22,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1007",23,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1008",24,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1009",25,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1010",26,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1011",27,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1012",28,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1013",29,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1014",30,7,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1015",5,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1016",6,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1017",7,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1018",8,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1019",9,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1020",10,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1021",11,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1022",12,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1023",13,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1024",14,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1025",15,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1026",16,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1027",17,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1028",18,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1029",19,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1030",20,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1031",21,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1032",22,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1033",23,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1034",24,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1035",25,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1036",26,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1037",27,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1038",28,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1039",29,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1040",30,8,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1041",5,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1042",6,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1043",7,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1044",8,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1045",9,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1046",10,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1047",11,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1048",12,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1049",13,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1050",14,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1051",15,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1052",16,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1053",17,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1054",18,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1055",19,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1056",20,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1057",21,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1058",22,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1059",23,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1060",24,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1061",25,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1062",26,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1063",27,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1064",28,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1065",29,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1066",30,9,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1067",5,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1068",6,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1069",7,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1070",8,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1071",9,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1072",10,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1073",11,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1074",12,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1075",13,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1076",14,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1077",15,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1078",16,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1079",17,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1080",18,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1081",19,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1082",20,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1083",21,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1084",22,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1085",23,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1086",24,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1087",25,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1088",26,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1089",27,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1090",28,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1091",29,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1092",30,10,67.91212,NA,NA,NA,NA,NA,NA,NA,NA
"1093",5,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1094",6,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1095",7,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1096",8,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1097",9,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1098",10,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1099",11,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1100",12,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1101",13,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1102",14,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1103",15,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1104",16,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1105",17,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1106",18,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1107",19,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1108",20,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1109",21,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1110",22,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1111",23,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1112",24,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1113",25,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1114",26,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1115",27,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1116",28,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1117",29,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1118",30,5,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1119",5,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1120",6,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1121",7,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1122",8,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1123",9,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1124",10,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1125",11,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1126",12,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1127",13,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1128",14,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1129",15,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1130",16,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1131",17,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1132",18,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1133",19,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1134",20,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1135",21,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1136",22,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1137",23,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1138",24,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1139",25,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1140",26,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1141",27,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1142",28,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1143",29,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1144",30,6,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1145",5,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1146",6,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1147",7,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1148",8,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1149",9,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1150",10,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1151",11,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1152",12,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1153",13,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
"1154",14,7,68.12042,NA,NA,NA,NA,NA,NA,NA,NA
